sample_name	collection_date	tube_id	title	scientific_name	taxon_id	description	qiita_sample_type	sample_type	geo_loc_name	country	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	latitude	longitude	collection_timestamp	dna_extracted	physical_speciman_location	physical_speciman_remaining	host_age	host_age_units	host_taxid	host_scientific_name	host_common_name	host_life_stage	sex	host_height	host_height_units	host_weight_units	host_body_mass_index	host_body_habitat	host_body_site	host_body_product	depth	altitude	isolate_strain_taxonomy_id	isolate_scientific_name	experiment_set	host_subject_id	diet	day_post_inf	host_weight
CDD02.CR.LFLF.5.Spleen	3-25-24	CDD02.CR.LFLF.5.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.LFLF.5	LF/LF	not applicable	21
CDD02.Tc.LFLF.3.Spleen	3-26-24	CDD02.Tc.LFLF.3.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-26-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.LFLF.3	LF/LF	not applicable	17.3
CDD03.Tc.HFHF.1.Spleen	6-20-24	CDD03.Tc.HFHF.1.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-20-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.HFHF.1	HF/HF	not applicable	19.68
CDD03.CR.HFLF.3.Spleen	6-11-24	CDD03.CR.HFLF.3.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.HFLF.3	HF/LF	not applicable	21.6
CDD02.CR.LFLF.2.Spleen	3-25-24	CDD02.CR.LFLF.2.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.LFLF.2	LF/LF	not applicable	19.1
CDD03.CR.Chow.2.Spleen	6-20-24	CDD03.CR.Chow.2.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-20-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.Chow.2	Chow	not applicable	16.38
CDD03.CR.Chow.1.Spleen	6-10-24	CDD03.CR.Chow.1.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-10-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.Chow.1	Chow	not applicable	15.25
CDD03.Tc.Chow.4.Spleen	6-19-24	CDD03.Tc.Chow.4.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-19-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.Chow.4	Chow	not applicable	18.8
CDD02.Tc.HFLF.2.Spleen	3-26-24	CDD02.Tc.HFLF.2.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-26-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.HFLF.2	HF/LF	not applicable	18.7
CDD02.CR.HFHF.4.Spleen	3-25-24	CDD02.CR.HFHF.4.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.HFHF.4	HF/HF	not applicable	17.4
CDD02.CR.HFHF.2.Spleen	3-25-24	CDD02.CR.HFHF.2.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.HFHF.2	HF/HF	not applicable	17.2
CDD02.Tc.LFLF.1.Spleen	3-26-24	CDD02.Tc.LFLF.1.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-26-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.LFLF.1	LF/LF	not applicable	18.8
CDD03.CR.HFLF.4.Spleen	6-11-24	CDD03.CR.HFLF.4.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.HFLF.4	HF/LF	not applicable	19.5
CDD02.Tc.LFLF.2.Spleen	3-26-24	CDD02.Tc.LFLF.2.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-26-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.LFLF.2	LF/LF	not applicable	18.4
CDD03.Tc.LFLF.2.Spleen	6-19-24	CDD03.Tc.LFLF.2.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-19-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.LFLF.2	LF/LF	not applicable	19.1
CDD03.Tc.LFHF.5.Spleen	6-19-24	CDD03.Tc.LFHF.5.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-19-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.LFHF.5	LF/HF	not applicable	18.25
CDD02.CR.HFHF.1.Spleen	3-25-24	CDD02.CR.HFHF.1.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.HFHF.1	HF/HF	not applicable	20.9
CDD02.Tc.LFLF.5.Spleen	3-25-24	CDD02.Tc.LFLF.5.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.LFLF.5	LF/LF	not applicable	18.8
CDD03.CR.LFLF.5.Spleen	6-11-24	CDD03.CR.LFLF.5.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.LFLF.5	LF/LF	not applicable	20.67
CDD02.Tc.HFLF.3.Spleen	4-4-24	CDD02.Tc.HFLF.3.Spleen	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:spleen sample	spleen	spleen	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	4-4-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:spleen	UBERON:spleen	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.HFLF.3	HF/LF	not applicable	18.5
CDD03.CR.HFLF.4.Liver	6-11-24	CDD03.CR.HFLF.4.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.HFLF.4	HF/LF	not applicable	19.5
CDD02.CR.LFLF.5.Liver	3-25-24	CDD02.CR.LFLF.5.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.LFLF.5	LF/LF	not applicable	21
CDD03.Tc.Chow.4.Liver	6-19-24	CDD03.Tc.Chow.4.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-19-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.Chow.4	Chow	not applicable	18.8
CDD02.CR.LFLF.2.Liver	3-25-24	CDD02.CR.LFLF.2.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.LFLF.2	LF/LF	not applicable	19.1
CDD03.CR.HFLF.3.Liver	6-11-24	CDD03.CR.HFLF.3.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.HFLF.3	HF/LF	not applicable	21.6
CDD03.CR.HFHF.2.Liver	6-20-24	CDD03.CR.HFHF.2.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-20-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.HFHF.2	HF/HF	not applicable	19.68
CDD03.Tc.HFLF.5.Liver	6-20-24	CDD03.Tc.HFLF.5.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-20-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.HFLF.5	HF/LF	not applicable	20.3
CDD03.Tc.LFHF.2.Liver	6-19-24	CDD03.Tc.LFHF.2.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-19-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.Tc.LFHF.2	LF/HF	not applicable	19.2
CDD03.CR.Chow.5.Liver	6-19-24	CDD03.CR.Chow.5.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-19-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.Chow.5	Chow	not applicable	19.28
CDD02.CR.HFHF.4.Liver	3-25-24	CDD02.CR.HFHF.4.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.HFHF.4	HF/HF	not applicable	17.4
CDD03.CR.Chow.1.Liver	6-10-24	CDD03.CR.Chow.1.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-10-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.Chow.1	Chow	not applicable	15.25
CDD02.Tc.HFLF.2.Liver	3-26-24	CDD02.Tc.HFLF.2.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-26-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.Tc.HFLF.2	HF/LF	not applicable	18.7
CDD03.CR.LFLF.1.Liver	6-11-24	CDD03.CR.LFLF.1.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-11-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.LFLF.1	LF/LF	not applicable	20
CDD03.CR.LFHF.2.Liver	6-10-24	CDD03.CR.LFHF.2.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	6-10-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD03.CR.LFHF.2	LF/HF	not applicable	15.42
CDD02.CR.HFHF.2.Liver	3-25-24	CDD02.CR.HFHF.2.Liver	Dietary fiber reduces mortality from secondary blood infections in a murine model of antibiotic-induced Clostridioides difficile infection	mouse metagenome	1441287	University of Colorado Anschutz:mouse:liver sample	liver	liver	USA:CO:Aurora	USA	1668	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal corpus (non-saline)	urban biome	animal-associated habitat	organic material	host-associated	39.74545	-104.83932	3-25-24	TRUE	University of Colorado Anschutz	FALSE	6	weeks	10090	Mus musculus	mouse	adult	female	not applicable	not applicable	g	not applicable	UBERON:hepatobiliary system	UBERON:liver	UBERON:parenchyma	not applicable	not applicable	not applicable	not applicable	amc_followUp_experiments	CDD02.CR.HFHF.2	HF/HF	not applicable	17.2
